1587662522906	Other	add_to_cart		Visitor-13500	Page-8	Avery,White Reinforcement Labels
1587662522906	Bing	page_view		Visitor-326527	Page-8	Simply Organic,Italian Seasoning
1587662522906	Google	page_view		Visitor-278357	Page-11	Kind,Dark Chocolate Nuts & Sea Salt Protein Bar
1587662530586	Other	page_view		Visitor-959545	Page-7	Palmolive,Original Dish Liquid
1587662530586	Facebook	page_view		Visitor-681062	Page-5	David's Tea,Chocolate Rocket Mate Tea
1587662530586	Facebook	page_view		Visitor-881562	Page-6	HDX,Table Top Air Circulator
1587662530586	Direct	page_view		Visitor-400393	Page-0	Aveeno,Men's After Shave Lotion
1587662530586	Google	page_view		Visitor-64165	Page-1	CVS Total Home,"Aluminum Foil, Heavy Duty"
1587662530586	Direct	page_view		Visitor-358053	Page-1	Crest,Pro-Health Fluoride Rinse
1587662530586	Direct	page_view		Visitor-94844	Page-10	Westvleteren,Westvleteren XII
1587662530586	Google	page_view		Visitor-899786	Page-9	Honeywell,Power Air Circulator
1587662530586	Direct	page_view		Visitor-75956	Page-10	Trident,"White Gum, Spearmint"
1587662530586	Other	page_view		Visitor-609058	Page-0	Cen-Tech,7 Function Digital Multimeter
1587662530586	Bing	page_view		Visitor-289274	Page-7	Annie's,Shells & Real Aged Cheddar Macaroni & Cheese
1587662530586	Facebook	page_view		Visitor-385372	Page-10	Trader Joe's,Sesame Melba Round Crackers
1587662530586	Other	page_view		Visitor-696384	Page-6	Green Giant,Cut Green Beans
1587662530586	Bing	page_view		Visitor-52627	Page-12	Tropicana,Orange Juice with Calcium & Vitamin D
1587662530586	Other	page_view		Visitor-222276	Page-6	Simply Organic,Italian Seasoning
1587662530586	Other	purchase		Visitor-463575	Page-3	Motorola,SURFboard eXtreme Cable Modem (Model SB6121)
1587662530586	Yahoo	page_view		Visitor-110564	Page-4	Pond's,Dry Skin Cream
1587662530586	Twitter	page_view		Visitor-613783	Page-10	Blue Diamond,Almonds   Whole Natural
1587662530586	Bing	page_view		Visitor-689239	Page-13	Stanley,9 Way Screwdriver
1587662530586	Direct	page_view		Visitor-663831	Page-3	Trident,"16ct White Gum, Peppermint"
1587662530586	Twitter	page_view		Visitor-697	Page-7	Wexford,College Ruled Composition Book
1587662530586	Twitter	page_view		Visitor-760048	Page-0	Kleenex,White Tissues
1587662530586	Twitter	page_view		Visitor-487948	Page-0	Avery,Heavy-Duty EZD Reference 3-Ring Binder
1587662530586	Other	page_view		Visitor-542276	Page-4	RadioShack,PIR Sensor
1587662530586	Facebook	page_view		Visitor-156224	Page-12	Kroger,2% Milk
1587662530586	Twitter	page_view		Visitor-450847	Page-14	Jergens,Natural Glow
1587662530586	Google	page_view		Visitor-176591	Page-1	Kind,Dark Chocolate Nuts & Sea Salt Protein Bar
1587662530586	Google	add_to_cart		Visitor-794748	Page-7	Cloud 9,48 Sheet 2-Ply Paper Towels
1587662530586	Google	page_view		Visitor-348317	Page-0	SteamFast,Travel Steam Iron
1587662530586	Other	page_view		Visitor-869466	Page-13	e.l.f.,Jumbo Eyeshadow Stick-Turkish Coffee
1587662530586	Bing	page_view		Visitor-868399	Page-10	CVS,2-Ply Tissues
1587662530586	Google	page_view		Visitor-255709	Page-6	Tropicana,Orange Juice with Calcium & Vitamin D
1587662530586	Google	page_view		Visitor-665852	Page-5	David's Tea,Chocolate Chili Chai Black Tea
1587662530586	Twitter	page_view		Visitor-151209	Page-3	Charmin,Ultra Soft
1587662530586	Twitter	page_view		Visitor-674575	Page-5	Pond's,Dry Skin Cream
1587662538266	Google	page_view		Visitor-237680	Page-6	David's Tea,Bubbie's Baklava Oolong Tea
1587662538266	Twitter	page_view		Visitor-285523	Page-14	Neutrogena,Alcohol-Free Toner
1587662538266	Direct	page_view		Visitor-750752	Page-4	La Tourangelle,Grapeseed Oil
1587662538266	Direct	purchase		Visitor-260471	Page-2	Coca Cola,Soda
1587662538266	Yahoo	page_view		Visitor-170736	Page-10	Neutrogena,Oil-Free Acne Stress Control Power-Cream Wash
1587662538266	Google	page_view		Visitor-612995	Page-0	Alessi,Garlic Breadsticks
1587662538266	Other	page_view		Visitor-928629	Page-9	Hot Shot,Flying Insect Killer
1587662538266	Twitter	page_view		Visitor-699402	Page-2	Red Vines,Original Red Twists
1587662538266	Facebook	page_view		Visitor-394680	Page-10	Biore,Warming Anti-Blackhead Cleanser
1587662538266	Other	purchase		Visitor-934619	Page-13	Simple,Eye Makeup-up Remover Pads
1587662538266	Direct	page_view		Visitor-874753	Page-7	Simple Truth Organic,Baby Arugula
1587662538266	Direct	page_view		Visitor-744469	Page-2	Pond's,Dry Skin Cream
1587662538266	Direct	page_view		Visitor-169611	Page-6	Ancient Harvest,Quinoa Rotelle
1587662538266	Twitter	page_view		Visitor-93115	Page-3	Chemin Du Soleil,Chardonnay
1587662538266	Other	page_view		Visitor-32212	Page-6	CVS Pharmacy,91% Isopropyl Alcohol
1587662538266	Other	page_view		Visitor-181760	Page-12	The Learning Company,Where in the U.S.A. is Carmen Sandiego
1587662538266	Direct	page_view		Visitor-283773	Page-11	Crest,Pro-Health Fluoride Rinse
1587662538266	Other	page_view		Visitor-683025	Page-14	Kleenex,White Tissues
1587662538266	Yahoo	page_view		Visitor-860914	Page-14	Wholesome Kitchen,Farro and Garden Vegetable
1587662538266	Twitter	page_view		Visitor-520419	Page-1	Kroger,2% Milk
1587662538266	Twitter	page_view		Visitor-508160	Page-11	Edge,Sensitive Skin Shaving Gel with Aloe
1587662538266	Yahoo	page_view		Visitor-853188	Page-3	Heinz,Distilled White Vinegar
1587662538266	Direct	page_view		Visitor-358506	Page-7	Coca Cola,Soda
1587662538266	Direct	page_view		Visitor-262328	Page-7	Crest,Pro-Health Fluoride Rinse
1587662538266	Other	page_view		Visitor-711946	Page-4	Sensodyne,Fresh Impact Toothpaste
1587662538266	Bing	page_view		Visitor-549995	Page-8	Parallax Inc.,Extension Cables & 3-Pin Headers
1587662538266	Direct	page_view		Visitor-334294	Page-2	Avery,White Easy Peel Return Address Labels
1587662538266	Yahoo	page_view		Visitor-604137	Page-3	Pantene,Repair & Protect 2in1 Shampoo & Conditioner
1587662538266	Twitter	page_view		Visitor-93667	Page-4	Clover Stornetta,Vitamin D Milk
1587662538266	Direct	page_view		Visitor-650424	Page-11	Biore,Deep Pore Charcoal Cleanser
1587662538266	Facebook	page_view		Visitor-765613	Page-3	Reynolds,Slow Cooker Liners
1587662538266	Google	page_view		Visitor-657413	Page-2	Gunnar,Vayper Onyx Advanced Gaming Eyewear
1587662538266	Facebook	page_view		Visitor-83211	Page-2	Dove,Moisturizing Body Wash
1587662538266	Other	purchase		Visitor-964982	Page-7	Kraft,Cool Whip
1587662538266	Google	page_view		Visitor-212485	Page-13	Saft Lingon,Lingonberry Drink Concentrate
1587662538266	Bing	page_view		Visitor-527252	Page-12	Kleenex,White Tissues
1587662545466	Bing	page_view		Visitor-687176	Page-4	Cloud 9,48 Sheet 2-Ply Paper Towels
1587662545466	Bing	page_view		Visitor-102123	Page-2	Ziploc,Double Zipper Gallon Bags
1587662545466	Facebook	page_view		Visitor-296229	Page-5	Purell,Advanced Hand Sanitizer -travel size
1587662545466	Facebook	page_view		Visitor-992197	Page-13	Air Wick,Dual Action Spray
1587662545466	Twitter	page_view		Visitor-159181	Page-0	La Tourangelle,Grapeseed Oil
1587662545466	Direct	page_view		Visitor-408412	Page-8	Crisco,Pure Vegetable Oil
1587662545466	Google	page_view		Visitor-697351	Page-7	Blue Diamond,Almonds   Whole Natural
1587662545466	Bing	page_view		Visitor-555136	Page-0	Reynolds,Wrap
1587662545466	Twitter	page_view		Visitor-413639	Page-3	Alessi,Garlic Breadsticks
1587662545466	Other	page_view		Visitor-159532	Page-14	Botanics,Hydrating Day Cream All Bright SPF 15
1587662545466	Google	page_view		Visitor-191020	Page-6	Trident,Spearmint Gum
1587662545466	Yahoo	page_view		Visitor-395549	Page-6	Kleenex,White Tissues
1587662545466	Direct	page_view		Visitor-442370	Page-0	Dave's Gourmet,Red Heirloom Organic Pasta Sauce
1587662545466	Twitter	page_view		Visitor-858977	Page-2	Green Giant,Cut Green Beans
1587662545466	Bing	page_view		Visitor-484951	Page-9	Reynolds,Parchment Paper
1587662545466	Bing	page_view		Visitor-926255	Page-11	Vicks,DayQuil Severe Cold & Flu
1587662545466	Bing	page_view		Visitor-651001	Page-14	Maybelline,The Falsies - Washable Mascara
1587662545466	Direct	page_view		Visitor-542979	Page-9	Orbit,Spearmint Sugarfree Gum
1587662900666	Other	page_view		Visitor-5334	Page-7	Lysol,Bathroom Cleaner with Hydrogen Peroxide
1587662900666	Facebook	page_view		Visitor-162149	Page-12	Benadryl,Allergy
1587662900666	Facebook	page_view		Visitor-62678	Page-13	David's Tea,Birthday Cake
1587662901146	Yahoo	page_view		Visitor-159722	Page-14	Pond's,Dry Skin Cream
1587662901146	Twitter	page_view		Visitor-34439	Page-9	Palmolive,Original Dish Liquid
1587662901146	Facebook	page_view		Visitor-216884	Page-14	Safeway Kitchens,Clover Honey
1587662901626	Other	purchase		Visitor-660085	Page-7	Kleenex,White Tissues
1587662901626	Bing	page_view		Visitor-794452	Page-4	Disney,Tangled (DVD)
1587662901626	Google	page_view		Visitor-715171	Page-2	Maybelline,The Falsies - Washable Mascara
1587662901626	Bing	page_view		Visitor-144214	Page-5	Chemin Du Soleil,Chardonnay
1587662901626	Google	page_view		Visitor-106914	Page-3	Green Giant,Cut Green Beans
1587662901626	Yahoo	page_view		Visitor-389585	Page-5	Dove,Clean Comfort Deodorant
1587662901626	Twitter	page_view		Visitor-236249	Page-6	David's Tea,Chocolate Rocket Mate Tea
1587662901626	Yahoo	page_view		Visitor-488007	Page-12	Kellogg's,Corn Flakes
1587662901626	Google	page_view		Visitor-801301	Page-8	Cloud 9,48 Sheet 2-Ply Paper Towels
1587662901626	Facebook	page_view		Visitor-254541	Page-6	Ancient Harvest,Quinoa Rotelle
1587662901626	Yahoo	page_view		Visitor-358155	Page-0	RadioShack,PIR Sensor
1587662901626	Other	page_view		Visitor-660514	Page-1	Molton Brown,Re-Charge Black Pepper Body Wash
1587662901626	Twitter	page_view		Visitor-255353	Page-10	Coop,Tiefkühlbeutel mit Druckverschluss
1587662901626	Twitter	page_view		Visitor-684545	Page-3	Andersen's,Creamy Soup Split Pea
1587662901626	Twitter	page_view		Visitor-105144	Page-5	Sensodyne,Fresh Impact Toothpaste
1587662901626	Facebook	page_view		Visitor-280453	Page-1	Charmin,Ultra Soft
1587662901626	Other	page_view		Visitor-118641	Page-12	Trident,"White Gum, Peppermint"
1587662901626	Bing	page_view		Visitor-115052	Page-5	Cloud 9,Cutlery Combo
1587662901626	Twitter	page_view		Visitor-823188	Page-10	Biotene,Dry Mouth  Oral Rinse
1587662901626	Facebook	add_to_cart		Visitor-335262	Page-9	First Aid Beauty,Face Cleanser
1587662901626	Yahoo	page_view		Visitor-967797	Page-9	Ralphs,Plastic Wrap
1587662901626	Google	page_view		Visitor-12976	Page-10	Air Wick,Dual Action Spray
1587662901626	Direct	page_view		Visitor-380854	Page-11	Tropicana,Orange Juice with Calcium & Vitamin D
1587662901626	Direct	page_view		Visitor-580311	Page-10	l'Oreal,EverStrong Hydrate Shampoo
1587662901626	Direct	page_view		Visitor-500953	Page-13	Knorr,Salsa Lista Pizza
1587662901626	Yahoo	page_view		Visitor-942280	Page-7	Scott,One Ply Bathroom Tissue
1587662901626	Facebook	page_view		Visitor-914989	Page-8	David's Tea,Organic the Spice Is Right Green Tea
1587662901626	Facebook	page_view		Visitor-503326	Page-9	Siggi's,"Icelandic Style Skyr, Blueberry"
1587662901626	Bing	page_view		Visitor-968491	Page-1	Gatorade,Fierce Grape
1587662901626	Google	page_view		Visitor-988773	Page-4	Avery,Heavy-Duty EZD Reference 3-Ring Binder
1587662901626	Twitter	page_view		Visitor-449968	Page-10	Aveeno,Clear Complexion Foaming Cleanser
1587662901626	Google	page_view		Visitor-212238	Page-9	Blue Diamond,Almonds   Whole Natural
1587662901626	Bing	page_view		Visitor-513847	Page-4	Heinz,Distilled White Vinegar
